,,,,,,featureType,,,,,maxDate,minDate,,,,,,,,,,,,,,,,,,,,,
"Ã…hlfeldt, J., J. Becker, S. Gillies","-2.027308, 48.635814, -2.027308, 48.635814",2011-11-09T18:51:59Z,jahlfeldt,3,,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-2.027308, 48.635814]}",center-point-of-alet-commune-saint-malo,precise,representative,2100,1700,2019-05-26T20:34:59Z,/places/69556/center-point-of-alet-commune-saint-malo,/places/69556,48.635814,"48.635814,-2.027308",-2.027308,,M,modern,"1700.0,2100.0","Center point of la CitÃ© d'Aleth, commune Saint-Malo",72d75acb5bf24c2a8a16cb3934531f30,,,,,41,Early Modern,EUROPE,1450,1
"Becker, J.","22.2036834, 40.5215342, 22.2036834, 40.5215342",2017-08-16T19:15:43Z,jbecker,1,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [22.2036834, 40.5215342]}",osm-location-of-modern-veria,precise,"representative,associated_modern",2100,1700,2018-10-31T21:27:10Z,/places/419515104/osm-location-of-modern-veria,/places/419515104,40.5215342,"40.5215342,22.2036834",22.2036834,,M,modern,"1700.0,2100.0",OSM location of modern Veria,af1408c8598e48ba94bbf21e1c3317e5,,,,,41,Early Modern,EUROPE,1450,1
"Becker, J.","11.864988, 42.7439961, 11.864988, 42.7439961",2015-04-03T19:31:32Z,jbecker,2,Representative location based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [11.864988, 42.7439961]}",osm-location,precise,representative,2100,1700,2018-07-11T23:52:33Z,/places/555723846/osm-location,/places/555723846,42.7439961,"42.7439961,11.864988",11.864988,,M,modern,"1700.0,2100.0",OSM location of Acquapendente,3db29b8bc6beaaeab8c83bbbe41295c2,,,,,42,Early Modern,EUROPE,1450,1
"Mckee, G., J. Becker","34.783333, 32.066667, 34.783333, 32.066667",2018-07-11T18:15:01Z,gmckee,3,Point representing the approximate center point of the modern city of Tel Aviv.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [34.783333, 32.066667]}",imagery-location-of-tel-aviv,precise,"central_point,associated_modern",2100,1700,2018-07-11T18:40:29Z,/places/799106375/imagery-location-of-tel-aviv,/places/799106375,32.066667,"32.066667,34.783333",34.783333,,M,modern,"1700.0,2100.0",Geohack location of Tel Aviv,b95091d637e448cfb2ba3afb6f086fe0,,,,,46,Early Modern,EUROPE,1450,1
"Horne, R., J. Becker","24.9423162, 37.444567, 24.9423162, 37.444567",2019-06-29T02:41:44Z,rmhorne,2,Location of the modern associated location based on a node derived from OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [24.9423162, 37.444567]}",ermoupole,precise,"representative,associated_modern",2100,1700,2019-06-29T13:37:00Z,/places/590066/ermoupole,/places/590066,37.444567,"37.444567,24.9423162",24.9423162,,M,modern,"1700.0,2100.0",OSM location of modern Ermoupoli (Î•ÏÎ¼Î¿ÏÏ€Î¿Î»Î·),00b3c56113a14d29ba5465690b498b5b,,,,,36,Early Modern,EUROPE,1450,1
"Becker, J.","25.1617018, 37.5385013, 25.1617018, 37.5385013",2019-06-30T14:09:14Z,jbecker,2,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [25.1617018, 37.5385013]}",osm-location-of-modern-tinos,precise,associated_modern,2100,1700,2021-01-12T10:47:40Z,/places/590073/osm-location-of-modern-tinos,/places/590073,37.5385013,"37.5385013,25.1617018",25.1617018,,M,modern,"1700.0,2100.0",OSM location of modern Tinos,0210c894f2a74ddda803f3869f91f45f,,,,,51,Early Modern,EUROPE,1450,1
"Horne, R., J. Becker","65.7145053, 31.6257334, 65.7145053, 31.6257334",2013-04-14T21:43:19Z,rmhorne,3,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [65.7145053, 31.6257334]}",6a964662f647627631,precise,"representative,associated_modern",2100,1700,2016-12-05T19:47:23Z,/places/59669/6a964662f647627631,/places/59669,31.6257334,"31.6257334,65.7145053",65.7145053,,M,modern,"1700.0,2100.0",OSM location of Kandahar,fda46f7ea0276a41572ab695a3b938d0,,,,,43,Early Modern,EUROPE,1450,1
"Becker, J.","12.6419037, 41.8252227, 12.6419037, 41.8252227",2018-07-09T10:31:50Z,jbecker,1,Location of the modern associated location of Vermicino based on a node derived from OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [12.6419037, 41.8252227]}",osm-location-of-modern-vermicino,precise,associated_modern,2100,1700,2018-07-11T00:21:40Z,/places/426599/osm-location-of-modern-vermicino,/places/426599,41.8252227,"41.8252227,12.6419037",12.6419037,,M,modern,"1700.0,2100.0",OSM location of modern Vermicino,722016fa93d44494bd42881cfbe77922,,,,,42,Early Modern,EUROPE,1450,1
"Becker, J.","13.6257, 42.05903, 13.6257, 42.05903",2013-07-18T21:59:41Z,jbecker,3,Representative location of modern settlement based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [13.6257, 42.05903]}",location-of-collarmele,precise,associated_modern,2100,1700,2017-04-22T03:25:19Z,/places/432777/location-of-collarmele,/places/432777,42.05903,"42.05903,13.6257",13.6257,,M,modern,"1700.0,2100.0",OSM location of modern Collarmele,2a3614ae8667376a03f8019fd49a033b,,,,,37,Early Modern,EUROPE,1450,1
"Becker, J.","14.675129, 41.644929, 14.675129, 41.644929",2014-09-07T20:16:10Z,jbecker,3,Representative location of modern settlement based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [14.675129, 41.644929]}",osm-location-of-montagano,precise,"representative,associated_modern",2100,1700,2017-04-15T02:40:54Z,/places/432827/osm-location-of-montagano,/places/432827,41.644929,"41.644929,14.675129",14.675129,,M,modern,"1700.0,2100.0",OSM location of modern Montagano,8110f977c647d3938c6990d9b9c5e39d,,,,,36,Early Modern,EUROPE,1450,1
"Becker, J.","15.650161, 40.880321, 15.650161, 40.880321",2018-02-25T21:33:32Z,jbecker,1,Representative location of modern Atella based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [15.650161, 40.880321]}",osm-location-of-modern-atella,precise,"representative,associated_modern",2100,1700,2018-03-04T17:58:31Z,/places/442479/osm-location-of-modern-atella,/places/442479,40.880321,"40.880321,15.650161",15.650161,,M,modern,"1700.0,2100.0",OSM location of modern Atella,9648fd03acbb441eabe0c4ca1a39e22b,,,,,36,Early Modern,EUROPE,1450,1
"Becker, J., R. Horne","15.790762, 41.045625, 15.790762, 41.045625",2017-04-30T14:48:10Z,jbecker,2,Representative location based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [15.790762, 41.045625]}",osm-location-of-modern-lavello,precise,associated_modern,2100,1700,2017-09-14T15:19:49Z,/places/442584/osm-location-of-modern-lavello,/places/442584,41.045625,"41.045625,15.790762",15.790762,,M,modern,"1700.0,2100.0",OSM location of modern Lavello,e03481d4ea9847e0bbe9a85d7051ec13,,,,,36,Early Modern,EUROPE,1450,1
"Becker, J.","15.485759, 40.752517, 15.485759, 40.752517",2015-03-08T03:38:33Z,jbecker,2,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [15.485759, 40.752517]}",osm-location-of-muro-lucano,precise,associated_modern,2100,1700,2020-12-14T10:18:53Z,/places/442693/osm-location-of-muro-lucano,/places/442693,40.752517,"40.752517,15.485759",15.485759,,M,modern,"1700.0,2100.0",OSM location of Muro Lucano,482df971fb20fe9a9ffb3046465d88e5,,,,,44,Early Modern,EUROPE,1450,1
"Becker, J.","15.724762, 40.911922, 15.724762, 40.911922",2018-02-28T04:53:23Z,jbecker,1,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [15.724762, 40.911922]}",osm-location-of-modern-ripacandida,precise,representative,2100,1700,2018-03-04T17:25:14Z,/places/442744/osm-location-of-modern-ripacandida,/places/442744,40.911922,"40.911922,15.724762",15.724762,,M,modern,"1700.0,2100.0",OSM location of modern Ripacandida,0443a629a8434b579eee81379ff5bd16,,,,,38,Early Modern,EUROPE,1450,1
"Becker, J.","15.678963, 40.718017, 15.678963, 40.718017",2018-02-25T21:42:33Z,jbecker,1,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [15.678963, 40.718017]}",osm-location-of-modern-ruoti,precise,"representative,associated_modern",2100,1700,2018-03-04T17:44:03Z,/places/442754/osm-location-of-modern-ruoti,/places/442754,40.718017,"40.718017,15.678963",15.678963,,M,modern,"1700.0,2100.0",OSM location of modern Ruoti,4a56917fadcd4690b71d102a1025927e,,,,,38,Early Modern,EUROPE,1450,1
"JesÃºs Redondo, M., J. Becker","-4.324371, 37.6173035, -4.324371, 37.6173035",2016-11-21T20:21:21Z,mjredondo,3,Representative location of the modern settlement based on a node derived OpenStreetMap that represents the administrative centerpoint.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-4.324371, 37.6173035]}",osm-location-of-baena,precise,associated_modern,2100,1700,2018-01-30T21:31:39Z,/places/884770338/osm-location-of-baena,/places/884770338,37.6173035,"37.6173035,-4.324371",-4.324371,,M,modern,"1700.0,2100.0",OSM location of modern Baena,8643b83ed5a447a19112e076d0adea61,,,,,43,Early Modern,EUROPE,1450,1
"JesÃºs Redondo, M., J. Becker","-3.696977, 42.343926, -3.696977, 42.343926",2016-11-21T21:25:31Z,mjredondo,3,Representative location of modern Burgos based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-3.696977, 42.343926]}",osm-location-of-burgos,precise,associated_modern,2100,1700,2018-02-07T21:09:54Z,/places/345254116/osm-location-of-burgos,/places/345254116,42.343926,"42.343926,-3.696977",-3.696977,,M,modern,"1700.0,2100.0",OSM location of modern Burgos,f71d848c54a542d6bdc87392817d6075,,,,,42,Early Modern,EUROPE,1450,1
"JesÃºs Redondo, M., J. Becker","-4.8709439, 38.9808507, -4.8709439, 38.9808507",2016-11-22T18:22:43Z,mjredondo,3,Representative location of modern Agudo based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-4.8709439, 38.9808507]}",osm-location-of-agudo,precise,associated_modern,2100,1700,2018-02-07T22:06:12Z,/places/490669577/osm-location-of-agudo,/places/490669577,38.9808507,"38.9808507,-4.8709439",-4.8709439,,M,modern,"1700.0,2100.0",OSM location of modern Agudo,0dc5170412a7471bb2c0275d5c57d702,,,,,41,Early Modern,EUROPE,1450,1
"JesÃºs Redondo, M., J. Becker","-3.4820586, 39.8833764, -3.4820586, 39.8833764",2016-11-22T18:30:59Z,mjredondo,3,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-3.4820586, 39.8833764]}",osm-location-of-dosbarrios,precise,associated_modern,2100,1700,2018-02-07T22:09:09Z,/places/490669578/osm-location-of-dosbarrios,/places/490669578,39.8833764,"39.8833764,-3.4820586",-3.4820586,,M,modern,"1700.0,2100.0",OSM location of modern Dosbarrios,f44626137359451cb2815ad05c630654,,,,,42,Early Modern,EUROPE,1450,1
"JesÃºs Redondo, M., J. Becker","-4.4860128, 37.4091334, -4.4860128, 37.4091334",2016-11-23T14:27:52Z,mjredondo,3,Representative of modern Lucena based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-4.4860128, 37.4091334]}",osm-location-of-lucena,precise,associated_modern,2100,1700,2018-02-07T21:24:03Z,/places/688210633/osm-location-of-lucena,/places/688210633,37.4091334,"37.4091334,-4.4860128",-4.4860128,,M,modern,"1700.0,2100.0",OSM location of modern Lucena,6cd971fe4c1d46bdb4da633b02aa7c68,,,,,48,Early Modern,EUROPE,1450,1
"Becker, J.","64.4231326, 39.7675529, 64.4231326, 39.7675529",2017-10-11T14:19:57Z,jbecker,1,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [64.4231326, 39.7675529]}",osm-location-of-modern-bukhara,precise,associated_modern,2100,1700,2021-03-07T00:28:21Z,/places/762205391/osm-location-of-modern-bukhara,/places/762205391,39.7675529,"39.7675529,64.4231326",64.4231326,,M,modern,"1700.0,2100.0",OSM location of modern Bukhara,e126597aa16541ae9e5153b0f201a605,,,,,37,Early Modern,EUROPE,1450,1
"Becker, J.","11.392892, 42.8904069, 11.392892, 42.8904069",2015-07-19T21:20:51Z,jbecker,2,Location of an associated modern settlement based on a node derived from OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [11.392892, 42.8904069]}",osm-location-of-cinigiano,precise,associated_modern,2100,1700,2019-12-29T01:53:37Z,/places/118164239/osm-location-of-cinigiano,/places/118164239,42.8904069,"42.8904069,11.392892",11.392892,,M,modern,"1700.0,2100.0",OSM location of modern Cinigiano,b268217c379d7c599363a120d13c9069,,,,,37,Early Modern,EUROPE,1450,1
"Becker, J.","23.1821091, 38.2544053, 23.1821091, 38.2544053",2019-12-16T15:51:19Z,jbecker,1,Location based on a node derived from OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [23.1821091, 38.2544053]}",osm-location-of-modern-village-of-leuctra,precise,associated_modern,2100,1700,2019-12-19T12:08:31Z,/places/540913/osm-location-of-modern-village-of-leuctra,/places/540913,38.2544053,"38.2544053,23.1821091",23.1821091,,M,modern,"1700.0,2100.0",OSM location of modern village of Leuctra,131fe4970aa44566a5aed071b7b8ad5d,,,,,37,Early Modern,EUROPE,1450,1
"Becker, J., R. Horne","22.0100025, 39.564179, 22.0100025, 39.564179",2017-02-07T15:13:11Z,jbecker,3,Representative location based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [22.0100025, 39.564179]}",osm-location-of-modern-klokotos,precise,"representative,associated_modern",2100,1700,2018-06-08T00:18:04Z,/places/541041/osm-location-of-modern-klokotos,/places/541041,39.564179,"39.564179,22.0100025",22.0100025,,M,modern,"1700.0,2100.0",OSM location of modern Klokotos,2fff56906d5a4c0fbe7da7f66766bd31,,,,,37,Early Modern,EUROPE,1450,1
"Becker, J.","-3.67014, 51.79181, -3.67014, 51.79181",2016-05-22T15:32:45Z,jbecker,1,Coordinates derived from GeoNames,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-3.67014, 51.79181]}",geonames-location-of-coelbren-wales,precise,representative,2100,1700,2016-05-23T21:20:52Z,/places/219618094/geonames-location-of-coelbren-wales,/places/219618094,51.79181,"51.79181,-3.67014",-3.67014,,M,modern,"1700.0,2100.0","GeoNames location of modern Coelbren, Wales",5ea4c2d328fc4376b4da07e82d54cb43,,,,,37,Early Modern,EUROPE,1450,1
"Horne, R., J. Becker","35.238333, 31.928333, 35.238333, 31.928333",2015-08-01T15:38:44Z,rmhorne,1,Modern settlement; coordinates following GeoHack.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [35.238333, 31.928333]}",location-of-beitin,precise,representative,2100,1700,2016-01-07T21:14:49Z,/places/260940008/location-of-beitin,/places/260940008,31.928333,"31.928333,35.238333",35.238333,,M,modern,"1700.0,2100.0",location of Beitin,6dd73ba9a354f45e132922d8f30a2890,,,,,37,Early Modern,EUROPE,1450,1
"Loseby, S., R. HÃ¤ussler, DARMC, R. Talbert, S. Gillies, T. Elliott, J. Becker","7.608191, 43.791107, 7.608191, 43.791107",2011-03-04T22:25:54Z,"S. Loseby, R. HÃ¤ussler",3,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.","settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [7.608191, 43.791107]}",darmc-location-6091,precise,representative,2100,1700,2018-06-07T20:49:29Z,/places/157802/darmc-location-6091,/places/157802,43.791107,"43.791107,7.608191",7.608191,,M,modern,"1700.0,2100.0",DARMC location 6091,7d323d7ffeec8301254c289542f17903,,,,,37,Early Modern,EUROPE,1450,1
"Becker, J.","14.4659596, 45.7046923, 14.4659596, 45.7046923",2015-12-13T04:21:41Z,jbecker,2,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [14.4659596, 45.7046923]}",osm-location-of-nadlesk,precise,"associated_modern,",2100,1700,2018-02-09T23:20:44Z,/places/237312030/osm-location-of-nadlesk,/places/237312030,45.7046923,"45.7046923,14.4659596",14.4659596,,M,modern,"1700.0,2100.0",OSM location of Nadlesk,091fdeaa207c56b7440a9768607c14ff,,,,,37,Early Modern,EUROPE,1450,1
"Becker, J.","-3.3793804, 52.2405358, -3.3793804, 52.2405358",2014-06-21T19:26:37Z,jbecker,2,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-3.3793804, 52.2405358]}",osm-location,precise,"associated_modern,",2100,1700,2020-12-20T11:55:45Z,/places/449600826/osm-location,/places/449600826,52.2405358,"52.2405358,-3.3793804",-3.3793804,,M,modern,"1700.0,2100.0",OSM location of modern Llandrindod Wells,d1b66559a442b2e77625a67bdef71b69,,,,,37,Early Modern,EUROPE,1450,1
"Becker, J., R. Horne","10.605721, 45.4690768, 10.605721, 45.4690768",2013-12-06T00:06:02Z,jbecker,3,Representative location based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [10.605721, 45.4690768]}",location-of-sirmione,precise,,2100,1700,2016-08-01T17:47:30Z,/places/383546/location-of-sirmione,/places/383546,45.4690768,"45.4690768,10.605721",10.605721,,M,modern,"1700.0,2100.0",OSM location of Sirmione,ddfc8d81d38eab94498f350ecaa9f57d,,,,,37,Early Modern,EUROPE,1450,1
"Becker, J., R. Horne","10.5147691, 44.899583, 10.5147691, 44.899583",2014-06-05T02:04:54Z,jbecker,2,Representative location based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [10.5147691, 44.899583]}",osm-location,precise,,2100,1700,2018-06-08T10:48:49Z,/places/383602/osm-location,/places/383602,44.899583,"44.899583,10.5147691",10.5147691,,M,modern,"1700.0,2100.0",OSM location of Brescello,1e8ed1812030906077ec802fc0dcb378,,,,,36,Early Modern,EUROPE,1450,1
"Becker, J.","9.5173805, 44.8438053, 9.5173805, 44.8438053",2015-05-17T18:47:23Z,jbecker,3,Location based on OpenStreetMap node marking modern settlement location.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [9.5173805, 44.8438053]}",osm-location-of-caverzago,precise,"associated_modern,",2100,1700,2021-01-08T12:07:00Z,/places/383709/osm-location-of-caverzago,/places/383709,44.8438053,"44.8438053,9.5173805",9.5173805,,M,modern,"1700.0,2100.0",OSM location of modern Caverzago,8d1aab6ac8f4c614b9c31e31fc0268e5,,,,,36,Early Modern,EUROPE,1450,1
